,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Approach-1_output,Approach-2_output
12,1078,51,"so cute, but weird fit","this dress is really cute in person. however, it did not fit me like it does the model in the pic at all. first of all i'm 5 feet 1 and it was wayyy too short on me. i didn't have the petit on either-- i had the regular xs. it just hits a couple of inches too short for me. i am 50. it would be adorable if i were more comfortable in shorter dresses. i wear short things a lot, but this was just too high on me. it was probably a good 8 inches above my knee. also it flared too dramatically at the wa",3,1,11,General,Dresses,Dresses,"['knee flared', 'weird fit dress', 'dress cute person', 'fit like model', 'wayyy short petit', 'comfortable shorter dresses', 'short things lot', 'dresses wear short things']","['knee flared', 'weird fit dress', 'dress cute person', 'fit like model', 'wayyy short petit', 'comfortable shorter dresses', 'short things lot', 'dresses wear short things']"
13,1078,67,"comfy, cute, and colorful.","this knit dress is very comfortable. i liked the various colors used in the stripes. my only issue with it, is that the skirt of the dress flares out oddly and is quite short. in my opinion, this dress, with its sturdy fabric and long sleeves, would appear more proportional with a longer skirt. skirt length, along with horizontal stripes just did not work for me. regrettably, i sent it back.",4,1,0,General,Dresses,Dresses,"['stripes issue', 'short opinion dress', 'dress sturdy fabric', 'fabric long sleeves', 'sleeves appear proportional', 'proportional longer skirt', 'longer skirt skirt', 'length horizontal stripes', 'horizontal stripes work']","['stripes issue', 'short opinion dress', 'dress sturdy fabric', 'fabric long sleeves', 'sleeves appear proportional', 'proportional longer skirt', 'longer skirt skirt', 'length horizontal stripes', 'horizontal stripes work']"
14,1078,36,best fitting dress,love love this dress. fits so great. i normally wouldn't have picked this dress. more preppy than my normal style. fits amazing. my hubby has complimented me more on this dress than anything else i've ever owned. the fit & flare style is super flattering i felt it fit tts.,5,1,8,General,Dresses,Dresses,"['amazing hubby', 'hubby complimented', 'fit tts', 'best fitting dress', 'fitting dress love', 'dress fits great', 'preppy normal style', 'dress owned fit', 'flare style super', 'style fits amazing hubby', 'flattering felt fit tts']","['amazing hubby', 'hubby complimented', 'fit tts', 'best fitting dress', 'fitting dress love', 'dress fits great', 'preppy normal style', 'dress owned fit', 'flare style super', 'style fits amazing hubby', 'flattering felt fit tts']"
15,1078,49,cute but skip the petite unless you are very short,"beautiful colors, especially the pink. i am 5'3"" and about 124 lb. i got the small petite but am thinking of exchanging it for the regular xs. not only is it short hem-wise, which i don't really mind, but it is short in the waist. very pretty and good fabric.",5,1,3,General,Dresses,Dresses,"['cute skip', 'wise mind', 'good fabric', 'short beautiful colors', 'small petite thinking', 'thinking exchanging regular', 'mind short waist']","['cute skip', 'wise mind', 'good fabric', 'short beautiful colors', 'small petite thinking', 'thinking exchanging regular', 'mind short waist']"
16,1078,25,cute and fun!,the horizontal lines on the skirt and top gives the wearer and very nice dress. i am short so i got the 6 petite and it fits perfectly. the fabric is thick and stretchy.,5,1,0,General,Dresses,Dresses,"['skirt gives', 'fun horizontal lines', 'horizontal lines skirt', 'wearer nice dress']","['skirt gives', 'fun horizontal lines', 'horizontal lines skirt', 'wearer nice dress']"
17,1078,47,great dress or tunic,"the colors are more vibrant than the photo indicates. indeed, though, the dress is very short and does pair well with leggings and boots.

i like that the dress highlights my hour glass figure, but with a generous nod to my curves with the accommodating skater skirt.

love it! will be easy to wear casually and work appropriate, too. the sale price was a huge bonus.",5,1,1,General,Dresses,Dresses,"['great dress', 'photo indicates', 'dress tunic colors', 'colors vibrant photo', 'dress short pair', 'short pair leggings', 'figure generous nod', 'generous nod curves', 'skater skirt love', 'love easy wear', 'work appropriate sale', 'appropriate sale price', 'price huge bonus', 'curves accommodating skater skirt']","['great dress', 'photo indicates', 'dress tunic colors', 'colors vibrant photo', 'dress short pair', 'short pair leggings', 'figure generous nod', 'generous nod curves', 'skater skirt love', 'love easy wear', 'work appropriate sale', 'appropriate sale price', 'price huge bonus', 'curves accommodating skater skirt']"
18,1078,68,,"i love this dress because its very playful and bouncy. it puts me in a light hearted mood when i wear it. i originally wanted to buy the grey color but my store only had the navy, so i tried it on. the navy is brighter and more colorful than it looks on line and the stripes are more varied in color than in the picture - so its quite appealing and vibrant. the lines of the dress are also quite flattering. all in all, its a fun dress!",3,1,1,General,Dresses,Dresses,"['vibrant lines', 'dress playful bouncy', 'bouncy puts light', 'light hearted mood', 'hearted mood wear', 'brighter colorful looks', 'colorful looks line', 'stripes varied color', 'varied color picture', 'flattering fun dress', 'lines dress flattering fun']","['vibrant lines', 'dress playful bouncy', 'bouncy puts light', 'light hearted mood', 'hearted mood wear', 'brighter colorful looks', 'colorful looks line', 'stripes varied color', 'varied color picture', 'flattering fun dress', 'lines dress flattering fun']"
19,1078,71,flattering,"this dress is comfortable as well as flattering, which does not happen very often!
looks good with navy tights too!",5,1,0,General,Dresses,Dresses,"['flattering dress', 'comfortable flattering happen', 'happen looks good']","['flattering dress', 'comfortable flattering happen', 'happen looks good']"
20,1078,36,cute dress,"based on some reviews i decided to get the regular xs, even tho i am an xs petite (5'2, 107 lb, 32c) i found the fit to be flattering -- fitted enough but not too loose or tight. the length is perfect and work appropriate, and the material has some weight to it. the grey one is colorful and cute. the only problem is the bagginess of the arms -- very unflattering. if i push the sleeves up, it hides the bagginess a little, but i would like to have the option to wear the dress with long sleeves., s",4,1,2,General,Dresses,Dresses,"['cute dress', 'dress based', 'fit flattering', 'sleeves hides', 'option wear', 'reviews decided regular', 'loose tight length', 'length perfect work', 'work appropriate material', 'appropriate material weight', 'colorful cute problem', 'cute problem bagginess', 'little like option', 'dress long sleeves']","['cute dress', 'dress based', 'fit flattering', 'sleeves hides', 'option wear', 'reviews decided regular', 'loose tight length', 'length perfect work', 'work appropriate material', 'appropriate material weight', 'colorful cute problem', 'cute problem bagginess', 'little like option', 'dress long sleeves']"
21,1078,53,love this dress!,"i went to my local store and they only had the blue dress in stock, i had seen it online and i didn't expect to like the blue one. i tried it on anyway, and it was adorable! i struggled to choose, but i ordered the gray one at the store and they shipped it directly to me. it arrived quickly and i love it!",5,1,2,General,Dresses,Dresses,"['local store', 'stock seen', 'gray store', 'store shipped', 'store blue dress', 'blue dress stock', 'dress went local store', 'choose ordered gray store']","['local store', 'stock seen', 'gray store', 'store shipped', 'store blue dress', 'blue dress stock', 'dress went local store', 'choose ordered gray store']"
22,1078,52,not a fan - childish,"i thought that it looked like it belonged on a 15 year-old. i can almost see why they styled the model in what looks like ankle socks....ready for cheerleading. for reference it fits true to size, but is very short. i am 5'2"" and tried on a regular small - it was at least 5 inches above my knee.",3,0,2,General,Dresses,Dresses,"['childish thought', 'thought looked', 'model looks', 'true size', 'ankle socksready cheerleading', 'socksready cheerleading reference', ""size short 5'2"", 'reference fits true size']","['childish thought', 'thought looked', 'model looks', 'true size', 'ankle socksready cheerleading', 'socksready cheerleading reference', ""size short 5'2"", 'reference fits true size']"
23,1078,49,,"i loved this dress when i saw it. however the fit was way off. i am 5'7"" 120 lbs and the small was way too big from the waist down. when the xs arrived i was sure it would be perfect. unfortunately the waist hit way too high, above my rib cage and the dress was too short. it was as if it was a petite size. i was very disappointed as this is such a pretty, easy dress to just throw on for school. unfortunately neither size looked right on me and i had to return both. the material is also not the s",2,1,0,General,Dresses,Dresses,"['fit way', 'waist hit', 'size disappointed', 'lbs small way', 'way big waist', 'way high rib', 'high rib cage', 'short petite size', 'easy dress throw', 'right return material', 'dress saw fit way', 'size looked right return']","['fit way', 'waist hit', 'size disappointed', 'lbs small way', 'way big waist', 'way high rib', 'high rib cage', 'short petite size', 'easy dress throw', 'right return material', 'dress saw fit way', 'size looked right return']"
24,1078,45,,,5,1,0,General,Dresses,Dresses,[],[]
25,1078,39,gorgeous quality knit,"i was lucky enough to get a hold of this intarsia sweater dress after the sale and i wish i had purchased this the first time round. it is absolutely stunning, flattering, comfortable and unique! i am 5'3"" and the regular hem fit me just fine at the ankles. i think this dress runs both tts to a bit large so i would size down if your small framed and stay your usual if your busty or broad shouldered. perfectly complements my taupe booties that i already owned and a my taupe maxi sweater that has",5,1,0,General Petite,Dresses,Dresses,"['gorgeous quality', 'wish purchased', 'regular hem', 'ankles think', 'dress runs', 'booties owned', 'quality knit lucky', 'fit fine ankles', 'bit large size', 'complements taupe booties']","['gorgeous quality', 'wish purchased', 'regular hem', 'ankles think', 'dress runs', 'booties owned', 'quality knit lucky', 'fit fine ankles', 'bit large size', 'complements taupe booties']"
26,1078,61,flattering,"very slimming, lovely dress.
a nice addition to your fall/ winter wardrobe.
the embroidery is lovely, fabric soft and comfortable. sized perfectly. 
so happy with this beautiful black dress!!!",5,1,7,General Petite,Dresses,Dresses,"['lovely dress', 'dress nice addition', 'embroidery lovely fabric', 'beautiful black dress']","['lovely dress', 'dress nice addition', 'embroidery lovely fabric', 'beautiful black dress']"
27,1078,39,nice casual tunic-dress,"comfortable,t eh fabric is very soft. the embroidery adds a little to the otherwise plain black tunic. lace up neck on trend too. 

i ordered the xxs p, as it is likely loose... that was just fine for me, xs p would have been not as flattering. theo nly problem with that is the sleeves then became a little more snug (workout arms). not too snug that i can't wear the dress, but decided not to keep it only because there are way too many things i like at retailer! (and have to pick). in my wish lis",5,1,2,General Petite,Dresses,Dresses,"['trend ordered', 'dress decided', 'fabric soft embroidery', 'embroidery adds little', 'black tunic lace', 'tunic lace neck']","['trend ordered', 'dress decided', 'fabric soft embroidery', 'embroidery adds little', 'black tunic lace', 'tunic lace neck']"
28,1078,46,i'm in love!,"i love this shirtdress. the lace and collar design pops off the black. super comfortable and love that it has pockets! a keeper, this one not going back ever. i am 5'9 and 140 lbs and the 6 fits perfect. the length comes above my knee, so most likely i will be wearing tights or skinny's underneath.",5,1,0,General Petite,Dresses,Dresses,"['love pockets', 'keeper going', 'perfect length', 'length comes', 'love shirtdress lace', 'shirtdress lace collar', 'design pops black', 'super comfortable love']","['love pockets', 'keeper going', 'perfect length', 'length comes', 'love shirtdress lace', 'shirtdress lace collar', 'design pops black', 'super comfortable love']"
29,1078,82,great dress!!,"i am 5'4"" 140 pounds and ordered the 8 petite. it fits perfectly and is very flattering. the embroidery and lace up neckline thing is really awesome. it gives the dress some character... i am also a fan of the roll-up sleeves. i wish it came in other colors because i would certainly order more than one. the one and only potentially negative aspect, and i say potential because i'm not sure if its an issue or not as i haven't worn/washed it yet is it appears to be something that i may have to iron",5,1,5,General Petite,Dresses,Dresses,"['great dress', 'pounds ordered', 'sleeves wish', 'issue worn', 'flattering embroidery lace', 'negative aspect potential', 'potential sure issue']","['great dress', 'pounds ordered', 'sleeves wish', 'issue worn', 'flattering embroidery lace', 'negative aspect potential', 'potential sure issue']"
30,1078,41,the perfect fall dress,"ordered this dress online and wasn't sure about the criss-cross neckline feature but i love it! it's absolutely adorable and unbelievably comfortable. the fabric is very soft and lays nicely without feeling too ""baggy"" or frumpy. the embroidery is beautiful. i'm wearing it to a fall event in october and pairing it with my favorite cowboy boots, but it would also look great with flats, heels or booties. totally in love with this dress!",5,1,5,General,Dresses,Dresses,"['dress ordered', 'sure criss', 'feature love', 'comfortable fabric', 'frumpy embroidery', 'great flats', 'flats heels', 'perfect fall dress', 'fabric soft lays', 'favorite cowboy boots', 'boots look great flats']","['dress ordered', 'sure criss', 'feature love', 'comfortable fabric', 'frumpy embroidery', 'great flats', 'flats heels', 'perfect fall dress', 'fabric soft lays', 'favorite cowboy boots', 'boots look great flats']"
31,1078,56,"adorable, comfortable, flattering; this has it all","i was not shopping for a dress and somehow came home with this. in person the material and embroidery are just so stunning that i found myself picking it up. i was sold after trying it on. the material is very soft, both feels and looks extremely high quality. and for a basic shirtdress, it is amazingly flattering. follows curves without clinging to them. i'm 5'4"", 123 lbs, usually wear a small in tops/dresses & purchased the size 4, which fit perfectly. i'm slightly chesty (34d) so sometimes ha",5,1,6,General,Dresses,Dresses,"['dress came', 'picking sold', 'high quality', 'curves clinging', 'small tops', 'comfortable flattering shopping', 'flattering shopping dress', 'quality basic shirtdress']","['dress came', 'picking sold', 'high quality', 'curves clinging', 'small tops', 'comfortable flattering shopping', 'flattering shopping dress', 'quality basic shirtdress']"
32,1078,42,,"love this dress! it is super-flattering, and the embroidery is beautiful.",5,1,1,General,Dresses,Dresses,['flattering embroidery'],['flattering embroidery']
33,1078,47,could be a bit shorter,"great material. a bit loose in the middle / lower half. doesn't belt well. it could be 3"" shorter, considering alterations. i'm 5'7"" the model is 5'10"", so yeah 3"" shorter would be cute!",4,1,0,General,Dresses,Dresses,"['shorter great material', 'great material bit', 'bit loose middle', 'lower half belt']","['shorter great material', 'great material bit', 'bit loose middle', 'lower half belt']"
34,1078,66,love it!,"great dress! wish it came it more colors, would like to buy another one. i am 5'5"",125, size small is perfect. unlike one of the previous reviewers, i do not think it is too clingy. maybe she needed to size up.very versital, cute with a jean jacket, or long lightweight scarf, booties, or sandals! .",5,1,2,General,Dresses,Dresses,"['wish came', 'previous reviewers', 'booties sandals', 'great dress wish', 'reviewers think clingy', 'size upvery versital', 'lightweight scarf booties']","['wish came', 'previous reviewers', 'booties sandals', 'great dress wish', 'reviewers think clingy', 'size upvery versital', 'lightweight scarf booties']"
35,1078,62,,"this dress is perfect for spring and early summer. it has some weight to it and so it drapes beautifully. it is very well made and the fabric is good quality. the color is a medium color gray; much prettier than in the picture. i wear a small in most retailer dresses and this fit perfectly in a small. it hugs in all the right places and skims from the hips just like in the picture.. the length was just as it looked on the model. i am 5' 5"".",5,1,7,General,Dresses,Dresses,"['perfect spring', 'weight drapes', 'dresses fit', 'small hugs', 'places skims', 'length looked', 'spring early summer', 'early summer weight', 'fabric good quality', 'good quality color', 'gray prettier picture', 'small retailer dresses', 'hugs right places', 'picture wear small retailer']","['perfect spring', 'weight drapes', 'dresses fit', 'small hugs', 'places skims', 'length looked', 'spring early summer', 'early summer weight', 'fabric good quality', 'good quality color', 'gray prettier picture', 'small retailer dresses', 'hugs right places', 'picture wear small retailer']"
36,1078,33,lovely gem!!,"i've passed this dress by a number of times online, but ordered it on a whim on the mothers day promo. based on the reviews, i ordered my regular size, medium. it fit perfectly. i do think the cut is on the trim side, but it isn't tight or fitted. i probably couldn't eat a big meal in this though as it would probably show in this dress. the fabric is buttery soft! the button placket down the front is very clean and lays flat. there are two side pleats that are a different fabric and are ever so",5,1,2,General,Dresses,Dresses,"['lovely gem', 'gem passed', 'day promo', 'big meal', 'flat pleats', 'regular size medium', 'cut trim tight', 'buttery soft button', 'soft button placket', 'pleats different fabric', 'reviews ordered regular size', 'clean lays flat pleats']","['lovely gem', 'gem passed', 'day promo', 'big meal', 'flat pleats', 'regular size medium', 'cut trim tight', 'buttery soft button', 'soft button placket', 'pleats different fabric', 'reviews ordered regular size', 'clean lays flat pleats']"
37,1078,56,"wanted to love, but...","tried on this maxi dress recently, hoping i would have a new dress to enjoy but the frabic is just too thin. so sad :(. unfortunately it shows every lump and bump and even wearing spanx while trying on it still showed too much. a full length slip would help but i decided to put it back.",3,0,15,General Petite,Dresses,Dresses,"['maxi dress', 'new dress', 'bump wearing', 'spanx trying', 'help decided', 'dress enjoy frabic', 'love tried maxi dress']","['maxi dress', 'new dress', 'bump wearing', 'spanx trying', 'help decided', 'dress enjoy frabic', 'love tried maxi dress']"
38,1078,65,,"absolutely love, love this dress. it is so comfortable and falls perfectly. the material is great and you can dress it up or wear it casually. if it had more colors, i would get it it in any color it came in!!",5,1,2,General Petite,Dresses,Dresses,"['color came', 'material great dress']","['color came', 'material great dress']"
39,1078,43,elegant comfort,"i bought this dress with my birthday gift and i do not regret it! it's so soft and feels like pure comfort but the details, little metal buttons down the front, the vent pleats on the side; make it feel special. i received many compliments and i would urge you to get this one if you are seeking comfort. it was pretty true to size and because i'm an average height i wore a small block heel with it.",5,1,14,General Petite,Dresses,Dresses,"['elegant comfort', 'comfort bought', 'urge seeking', 'true size', 'pure comfort details', 'details little metal', 'little metal buttons', 'pleats feel special', 'size average height', 'small block heel', 'height wore small block']","['elegant comfort', 'comfort bought', 'urge seeking', 'true size', 'pure comfort details', 'details little metal', 'little metal buttons', 'pleats feel special', 'size average height', 'small block heel', 'height wore small block']"
40,1078,39,cute and decent make!,"someone returned my size so i got to try it on in store. the cut is very flattering, the material is stretchy. the lace part is nicely made too. overall great piece. the petite waist did hit me a little higher than on model, i have a regular torso and short legs (and overall usually need petite)",4,1,8,General Petite,Dresses,Dresses,"['size got', 'flattering material', 'waist hit', 'higher model', 'material stretchy lace', 'overall great piece', 'piece petite waist', 'model regular torso', 'torso short legs', 'store cut flattering material']","['size got', 'flattering material', 'waist hit', 'higher model', 'material stretchy lace', 'overall great piece', 'piece petite waist', 'model regular torso', 'torso short legs', 'store cut flattering material']"
41,1078,55,nice winter dress,"great dress, fit perfectly warm for the winter, i live in florida it will be great if we get a winter next year. very comfortable and easy to wear.",5,1,0,General Petite,Dresses,Dresses,"['nice winter dress', 'dress great dress', 'warm winter live', 'great winter year', 'comfortable easy wear']","['nice winter dress', 'dress great dress', 'warm winter live', 'great winter year', 'comfortable easy wear']"
42,1078,49,versatile comfortable dress,"this dress is comfortable and versatile - one could wear it to the office or to a social event, day to night. i didn't find the sizing to run as large as some of the other reviewers did. i felt it was true to size. it is not lined so you would need a slip under it if you wear it with tights or nylons, otherwise the skirt will cling.",4,1,0,General Petite,Dresses,Dresses,"['night find', 'large reviewers', 'true size', 'size lined', 'versatile comfortable dress', 'comfortable dress dress', 'office social event', 'social event day', 'reviewers felt true size']","['night find', 'large reviewers', 'true size', 'size lined', 'versatile comfortable dress', 'comfortable dress dress', 'office social event', 'social event day', 'reviewers felt true size']"
43,1078,44,beutiful dress,"decent quality. i am 5'4"" 130 pounds. m is too big. runs slightly large.",4,1,8,General Petite,Dresses,Dresses,"['beutiful dress', 'big runs', 'dress decent quality', 'pounds m big runs']","['beutiful dress', 'big runs', 'dress decent quality', 'pounds m big runs']"
44,1078,46,truly beautiful dress,"i'm an avid retailer shopper.
i bought this dress for my niece, her style tends to run 
bohemian/gothic.
the style, fabric and overall design/quality of this dress, is something i felt she would like (even though the color is not black).
she loves it - perfect fit. she accessorized it with her usual biker/moto jacket,boots, etc.
but it looks awesome on her!",5,1,0,General,Dresses,Dresses,"['beautiful dress', 'shopper bought', 'style tends', 'dress felt', 'usual biker', 'dress avid retailer', 'avid retailer shopper', 'gothic style fabric', 'fabric overall design', 'style tends run bohemian']","['beautiful dress', 'shopper bought', 'style tends', 'dress felt', 'usual biker', 'dress avid retailer', 'avid retailer shopper', 'gothic style fabric', 'fabric overall design', 'style tends run bohemian']"
45,1078,28,gorgeous detailing,"i never write reviews but this dress is so fantastic i felt compelled to write one. it has unbelievably gorgeous detailing, from delicate beading and sequins on the bodice to the three layers of the skirt: slip, floral pattern, pleats. i literally feel like a princess/ greek muse in this dress. can't recommend it enough. true to size; i'm 5'7"" and 133 lb and got a size 4.",5,1,3,General Petite,Dresses,Dresses,"['true size', 'write reviews dress', 'delicate beading sequins', 'floral pattern pleats', 'greek muse dress', 'skirt slip floral pattern', 'dress recommend true size']","['true size', 'write reviews dress', 'delicate beading sequins', 'floral pattern pleats', 'greek muse dress', 'skirt slip floral pattern', 'dress recommend true size']"
46,1078,34,perfect sweater dress to brighten up winter.,"this dress is really fun and easy to wear all winter. the colors are really easy to pair and like the last reviewer mentioned, i love the sheer sleeves. i was very worried about the comfort of the fabric because most sweater dresses always fail. this dress is extremely comfortable to wear. it is not scratchy at all. it is soft and comfortable for winter even indoors with the building's heat blasting away. the dress will fit the size you normally wear, however it may show lumps and bumps. i would",4,1,18,General Petite,Dresses,Dresses,"['reviewer mentioned', 'sleeves worried', 'dresses fail', 'indoors building', 'heat blasting', 'perfect sweater dress', 'dress brighten winter', 'brighten winter dress', 'colors easy pair', 'love sheer sleeves', 'soft comfortable winter', 'comfortable winter indoors', 'dress fit size', 'heat blasting away dress']","['reviewer mentioned', 'sleeves worried', 'dresses fail', 'indoors building', 'heat blasting', 'perfect sweater dress', 'dress brighten winter', 'brighten winter dress', 'colors easy pair', 'love sheer sleeves', 'soft comfortable winter', 'comfortable winter indoors', 'dress fit size', 'heat blasting away dress']"
47,1078,48,lovely sweater dress,"this sweater dress is beautifully unique in that it has lovely sheer sleeves to dress it up, but it's made of a soft sweater material that feels comfortable, warm and wintry at the same time. it does run true to size, i ordered a small (5'5"" and 118 lbs). knitted and knotted has come up with some killer sweater dresses this season!!!",5,1,1,General Petite,Dresses,Dresses,"['true size', 'lovely sweater dress', 'lovely sheer sleeves', 'soft sweater material', 'material feels comfortable', 'comfortable warm wintry', 'warm wintry time', 'size ordered small', 'sleeves dress soft sweater', 'time run true size']","['true size', 'lovely sweater dress', 'lovely sheer sleeves', 'soft sweater material', 'material feels comfortable', 'comfortable warm wintry', 'warm wintry time', 'size ordered small', 'sleeves dress soft sweater', 'time run true size']"
48,1078,58,classic,"a wardrobe addition to dress up, or dress down.
the sheer sleeves are a nice detail...

(i'm 5'6"", and the length hits me at the knee.)",5,1,0,General,Dresses,Dresses,"['length hits', 'classic wardrobe addition', 'dress sheer sleeves', 'sleeves nice detail']","['length hits', 'classic wardrobe addition', 'dress sheer sleeves', 'sleeves nice detail']"
